full_text,cleaned-texts,stemmed-texts,tokenized-texts,pre-process,sentiment_score,sentiment
"@ganjarpranowo @prabowo .@aniesbaswedan bilang kalo bansos itu bantuan buat si penerima bukan bantuan untuk si pemberi. Anies juga bilang kalo bansos harusnya tidak dirapel, tapi dikasih sesuai waktu kebutuhan. Langsung hal ini disetujui sama @ganjarpranowo 🫱🏻‍🫲🏽 https://t.co/HTgSUPcTDm  #CNNIndonesia https://t.co/wpNADchTKB", ganjarpranowo  prabowo   aniesbaswedan bilang kalo bansos itu bantuan buat si penerima bukan bantuan untuk si pemberi  anies juga bilang kalo bansos harusnya tidak dirapel  tapi dikasih sesuai waktu kebutuhan  langsung hal ini disetujui sama  ganjarpranowo       https   t co htgsupctdm   cnnindonesia https   t co wpnadchtkb,ganjarpranowo prabowo aniesbaswedan bilang kalo bansos itu bantu buat si terima bukan bantu untuk si beri anies juga bilang kalo bansos harus tidak rapel tapi kasih sesuai waktu butuh langsung hal ini tuju sama ganjarpranowo https t co htgsupctdm cnnindonesia https t co wpnadchtkb,,ganjarpranowo prabowo aniesbaswedan bilang kalo bansos itu bantu buat si terima bukan bantu untuk si beri anies juga bilang kalo bansos harus tidak rapel tapi kasih sesuai waktu butuh langsung hal ini tuju sama ganjarpranowo https t co htgsupctdm cnnindonesia https t co wpnadchtkb,19,Positif
"@Chavesz08 Prabowo itu mikir gimana cara tiap kampanyee nyinyirin abah… 😂😂😂 wong tiap kampanye 30 % joget, 35%baper , 35% nya lagi tantrum 😅😅😅😅", chavesz08 prabowo itu mikir gimana cara tiap kampanyee nyinyirin abah      wong tiap kampanye 30   joget  35 baper   35  nya lagi tantrum     ,chavesz08 prabowo itu mikir gimana cara tiap kampanyee nyinyirin abah wong tiap kampanye 30 joget 35 baper 35 nya lagi tantrum,,chavesz08 prabowo itu mikir gimana cara tiap kampanyee nyinyirin abah wong tiap kampanye 30 joget 35 baper 35 nya lagi tantrum,-7,Negatif
@prabowo Jejak digital. https://t.co/4K2hpeXCQK, prabowo jejak digital  https   t co 40002hpexcqk,prabowo jejak digital https t co 40002hpexcqk,,prabowo jejak digital https t co 40002hpexcqk,3,Positif
Orang miskin harus makan — Prabowo,orang miskin harus makan   prabowo,orang miskin harus makan prabowo,,orang miskin harus makan prabowo,-2,Negatif
"anies sm ganjar hari ini pas ngomong sama prabowo, kek anak lagi ngejelasin sesuatu yg ga di mengerti sm kakeknya",anies sm ganjar hari ini pas ngomong sama prabowo  kek anak lagi ngejelasin sesuatu yg ga di mengerti sm kakeknya,anies sm ganjar hari ini pas ngomong sama prabowo kek anak lagi ngejelasin sesuatu yg ga di erti sm kakek,,anies sm ganjar hari ini pas ngomong sama prabowo kek anak lagi ngejelasin sesuatu yg ga di erti sm kakek,7,Positif
"Sukses Jokowi memerangi kemiskinan di 18 provinsi akan dilanjutkan oleh Prabowo Gibran, menuju 0 persen kemiskinan di seluruh Indonesia  NoIKemiskinan Targetnya02 #KemiskinanNolPersen02 https://t.co/TWPqVJVSSN",sukses jokowi memerangi kemiskinan di 18 provinsi akan dilanjutkan oleh prabowo gibran  menuju 0 persen kemiskinan di seluruh indonesia  noikemiskinan targetnya02  kemiskinannolpersen02 https   t co twpqvjvssn,sukses jokowi rang miskin di 18 provinsi akan lanjut oleh prabowo gibran tuju 0 persen miskin di seluruh indonesia noikemiskinan targetnya02 kemiskinannolpersen02 https t co twpqvjvssn,,sukses jokowi rang miskin di 18 provinsi akan lanjut oleh prabowo gibran tuju 0 persen miskin di seluruh indonesia noikemiskinan targetnya02 kemiskinannolpersen02 https t co twpqvjvssn,11,Positif
"@Hasbil_Lbs Lah,Pak Prabowo statementnya setuju mulu dan nilai bagus jawaban pak anis. Kok beda ama sampean ya.. ..bahkan nilai bagus juga jwaban pak ganjar. Ente nonton dimana sih debatnya?", hasbil lbs lah pak prabowo statementnya setuju mulu dan nilai bagus jawaban pak anis  kok beda ama sampean ya     bahkan nilai bagus juga jwaban pak ganjar  ente nonton dimana sih debatnya ,hasbil lbs lah pak prabowo statementnya tuju mulu dan nilai bagus jawab pak anis kok beda ama sampean ya bahkan nilai bagus juga jwaban pak ganjar ente nonton mana sih debat,,hasbil lbs lah pak prabowo statementnya tuju mulu dan nilai bagus jawab pak anis kok beda ama sampean ya bahkan nilai bagus juga jwaban pak ganjar ente nonton mana sih debat,16,Positif
@DS_yantie @kurawa Anda yg bodoh. Pendukung Jokowi itu kan ada yg die hard Pdip dan yg Non PDIP… Pendukung Prabowo dulu ada yg memang haters Jokowi…, ds yantie  kurawa anda yg bodoh  pendukung jokowi itu kan ada yg die hard pdip dan yg non pdip  pendukung prabowo dulu ada yg memang haters jokowi ,ds yantie rawa anda yg bodoh dukung jokowi itu kan ada yg die hard pdip dan yg non pdip dukung prabowo dulu ada yg memang haters jokowi,,ds yantie rawa anda yg bodoh dukung jokowi itu kan ada yg die hard pdip dan yg non pdip dukung prabowo dulu ada yg memang haters jokowi,6,Positif
@budimandjatmiko @prabowo @gibran_tweet Kok saya nggak percaya ya?, budimandjatmiko  prabowo  gibran tweet kok saya nggak percaya ya ,budimandjatmiko prabowo gibran tweet kok saya nggak percaya ya,,budimandjatmiko prabowo gibran tweet kok saya nggak percaya ya,-3,Negatif
"@memelodycantik @prabowo Elu aja yg mentok mikirnya, internet cuma buat bokep doang.", memelodycantik  prabowo elu aja yg mentok mikirnya  internet cuma buat bokep doang ,memelodycantik prabowo elu aja yg mentok mikirnya internet cuma buat bokep doang,,memelodycantik prabowo elu aja yg mentok mikirnya internet cuma buat bokep doang,-16,Negatif
"Prabowo ini orang yang afirmatif sekali, gampang setujuan. Pantes tidak kuat jadi opisisi. Diajak lawan politik masuk ke sistem mau setuju aja, berlindung di balik kata negarawan"".""",prabowo ini orang yang afirmatif sekali  gampang setujuan  pantes tidak kuat jadi opisisi  diajak lawan politik masuk ke sistem mau setuju aja  berlindung di balik kata negarawan   ,prabowo ini orang yang afirmatif sekali gampang tuju pantes tidak kuat jadi opisisi ajak lawan politik masuk ke sistem mau tuju aja lindung di balik kata negarawan,,prabowo ini orang yang afirmatif sekali gampang tuju pantes tidak kuat jadi opisisi ajak lawan politik masuk ke sistem mau tuju aja lindung di balik kata negarawan,-9,Negatif
"@br8back @nksthi Ada bu Titiek mbak, mereka blm cerai kok. Ini sudah di klarifikasi bu Titiek sendiri, gak ada dokumen perceraian antara pak Prabowo &amp  bu Titiek☺☺", br8back  nksthi ada bu titiek mbak  mereka blm cerai kok  ini sudah di klarifikasi bu titiek sendiri  gak ada dokumen perceraian antara pak prabowo  amp  bu titiek  ,br8back nksthi ada bu titiek mbak mereka blm cerai kok ini sudah di klarifikasi bu titiek sendiri gak ada dokumen cerai antara pak prabowo amp bu titiek,,br8back nksthi ada bu titiek mbak mereka blm cerai kok ini sudah di klarifikasi bu titiek sendiri gak ada dokumen cerai antara pak prabowo amp bu titiek,-3,Negatif
"@UGM_FESS L pikir mayoritas pejabat, dpr itu mayoritas nya siapa? Kok bisa PD matiin mic di TENGAH2 rapat DPR tu karna apa? jokowi-prabowo tuh cmn 2 bulan lbh, sebelumnya tuh jokowi-pdi selama 10 tahun. Masak lupa?", ugm fess l pikir mayoritas pejabat  dpr itu mayoritas nya siapa  kok bisa pd matiin mic di tengah2 rapat dpr tu karna apa  jokowi prabowo tuh cmn 2 bulan lbh  sebelumnya tuh jokowi pdi selama 10 tahun  masak lupa ,ugm fess l pikir mayoritas jabat dpr itu mayoritas nya siapa kok bisa pd matiin mic di tengah2 rapat dpr tu karna apa jokowi prabowo tuh cmn 2 bulan lbh belum tuh jokowi pdi lama 10 tahun masak lupa,,ugm fess l pikir mayoritas jabat dpr itu mayoritas nya siapa kok bisa pd matiin mic di tengah2 rapat dpr tu karna apa jokowi prabowo tuh cmn 2 bulan lbh belum tuh jokowi pdi lama 10 tahun masak lupa,-17,Negatif
"@KompasTV Dalam Debat Capres terakhir, Prabowo tampil percaya diri, menguraikan gagasannya dengan jelas, menciptakan momentum yang memikat pendengar. https://t.co/3W5YUhjxsj", kompastv dalam debat capres terakhir  prabowo tampil percaya diri  menguraikan gagasannya dengan jelas  menciptakan momentum yang memikat pendengar  https   t co 3w5yuhjxsj,kompastv dalam debat capres akhir prabowo tampil percaya diri urai gagas dengan jelas cipta momentum yang mikat dengar https t co 3w5yuhjxsj,,kompastv dalam debat capres akhir prabowo tampil percaya diri urai gagas dengan jelas cipta momentum yang mikat dengar https t co 3w5yuhjxsj,18,Positif
Ganjar ke Prabowo: Jangan Bingung Antara Stunting dan Gizi Buruk #DebatCapres #PilihanIndonesia https://t.co/xLf2vZjY8l,ganjar ke prabowo  jangan bingung antara stunting dan gizi buruk  debatcapres  pilihanindonesia https   t co xlf2vzjy8l,ganjar ke prabowo jangan bingung antara stunting dan gizi buruk debatcapres pilihanindonesia https t co xlf2vzjy8l,,ganjar ke prabowo jangan bingung antara stunting dan gizi buruk debatcapres pilihanindonesia https t co xlf2vzjy8l,-1,Negatif
@syukazsa @prabowo @gibran_tweet @Gerindra #WaktunyaPrabowoGibran si untuk membawa kemajuan dan kesejahteraan bangsa Indonesian kedepannya, syukazsa  prabowo  gibran tweet  gerindra  waktunyaprabowogibran si untuk membawa kemajuan dan kesejahteraan bangsa indonesian kedepannya,syukazsa prabowo gibran tweet gerindra waktunyaprabowogibran si untuk bawa maju dan sejahtera bangsa indonesian depan,,syukazsa prabowo gibran tweet gerindra waktunyaprabowogibran si untuk bawa maju dan sejahtera bangsa indonesian depan,11,Positif
anjir anies malah ngasih kuliah ke prabowo,anjir anies malah ngasih kuliah ke prabowo,anjir anies malah ngasih kuliah ke prabowo,,anjir anies malah ngasih kuliah ke prabowo,-4,Negatif
prabowo ini salah satu kurangnyo yaitu langsung meloncat ke solusi yg agaknyo impossible buat diwujudkan oleh Indonesia sekarang ini,prabowo ini salah satu kurangnyo yaitu langsung meloncat ke solusi yg agaknyo impossible buat diwujudkan oleh indonesia sekarang ini,prabowo ini salah satu kurangnyo yaitu langsung loncat ke solusi yg agaknyo impossible buat wujud oleh indonesia sekarang ini,,prabowo ini salah satu kurangnyo yaitu langsung loncat ke solusi yg agaknyo impossible buat wujud oleh indonesia sekarang ini,11,Positif
Pertanyaan Ganjar ke Prabowo Bapak pernah bilang orang yang pengen internet gratis itu otaknya lambat. Padahal Gibran bicara digital. Saya punya program internet gratis. Gimana Pak?  #DebatCapres2024 #DebatTerakhir #Pilpres2024 #AniesBaswedan #PrabowoSubianto #GanjarPranowo,pertanyaan ganjar ke prabowo bapak pernah bilang orang yang pengen internet gratis itu otaknya lambat  padahal gibran bicara digital  saya punya program internet gratis  gimana pak    debatcapres2024  debatterakhir  pilpres2024  aniesbaswedan  prabowosubianto  ganjarpranowo,tanya ganjar ke prabowo bapak pernah bilang orang yang ken internet gratis itu otak lambat padahal gibran bicara digital saya punya program internet gratis gimana pak debatcapres2024 debatterakhir pilpres2024 aniesbaswedan prabowosubianto ganjarpranowo,,tanya ganjar ke prabowo bapak pernah bilang orang yang ken internet gratis itu otak lambat padahal gibran bicara digital saya punya program internet gratis gimana pak debatcapres2024 debatterakhir pilpres2024 aniesbaswedan prabowosubianto ganjarpranowo,10,Positif
orang yang maksa prabowo nyapres adalah orang yang kejam.,orang yang maksa prabowo nyapres adalah orang yang kejam ,orang yang maksa prabowo nyapres adalah orang yang kejam,,orang yang maksa prabowo nyapres adalah orang yang kejam,-6,Negatif
@txtdrimedia Rumah Gratis buat yg belum punya rumah dari program Pak Prabowo Oke Sihhhh..., txtdrimedia rumah gratis buat yg belum punya rumah dari program pak prabowo oke sihhhh   ,txtdrimedia rumah gratis buat yg belum punya rumah dari program pak prabowo oke sihhhh,,txtdrimedia rumah gratis buat yg belum punya rumah dari program pak prabowo oke sihhhh,16,Positif
@reyhansagevti_ @neohistoria_id @aniesbaswedan @ganjarpranowo @prabowo Kok ini kaya pernah liat memenya yang di bikin sama memecringelord??, reyhansagevti   neohistoria id  aniesbaswedan  ganjarpranowo  prabowo kok ini kaya pernah liat memenya yang di bikin sama memecringelord  ,reyhansagevti neohistoria id aniesbaswedan ganjarpranowo prabowo kok ini kaya pernah liat memenya yang di bikin sama memecringelord,,reyhansagevti neohistoria id aniesbaswedan ganjarpranowo prabowo kok ini kaya pernah liat memenya yang di bikin sama memecringelord,1,Positif
pak prabowo nanya tpi skalian cari validasi :'),pak prabowo nanya tpi skalian cari validasi    ,pak prabowo nanya tpi skalian cari validasi,,pak prabowo nanya tpi skalian cari validasi,-3,Negatif
"Prabowo, dengan program-programnya yang masuk akal, memberikan keyakinan bahwa transformasi menuju Indonesia emas bukan hanya mimpi, tetapi suatu keniscayaan yang dapat dicapai  #WaktunyaPrabowoGibran #AkhirnyaPilihPrabowo #GemoySamsul",prabowo  dengan program programnya yang masuk akal  memberikan keyakinan bahwa transformasi menuju indonesia emas bukan hanya mimpi  tetapi suatu keniscayaan yang dapat dicapai   waktunyaprabowogibran  akhirnyapilihprabowo  gemoysamsul,prabowo dengan program program yang masuk akal beri yakin bahwa transformasi tuju indonesia emas bukan hanya mimpi tetapi suatu niscaya yang dapat capai waktunyaprabowogibran akhirnyapilihprabowo gemoysamsul,,prabowo dengan program program yang masuk akal beri yakin bahwa transformasi tuju indonesia emas bukan hanya mimpi tetapi suatu niscaya yang dapat capai waktunyaprabowogibran akhirnyapilihprabowo gemoysamsul,8,Positif
Sependapat Setuju Solutif Baik juga 😁🫵  ~ Prabowo 🔥🔥,sependapat setuju solutif baik juga       prabowo   ,dapat tuju solutif baik juga prabowo,,dapat tuju solutif baik juga prabowo,10,Positif
Prabowo di sesi tanya jawab ky org lagi bimbingan skripsi,prabowo di sesi tanya jawab ky org lagi bimbingan skripsi,prabowo di sesi tanya jawab ky org lagi bimbing skripsi,,prabowo di sesi tanya jawab ky org lagi bimbing skripsi,-5,Negatif
"Melalui program-program yang sangat masuk akal, Prabowo Gibran mengajak seluruh masyarakat untuk bersama-sama meraih Indonesia emas, dengan kebijakan yang dapat dirasakan manfaatnya oleh semua lapisan  #WaktunyaPrabowoGibran #AkhirnyaPilihPrabowo #GemoySamsul",melalui program program yang sangat masuk akal  prabowo gibran mengajak seluruh masyarakat untuk bersama sama meraih indonesia emas  dengan kebijakan yang dapat dirasakan manfaatnya oleh semua lapisan   waktunyaprabowogibran  akhirnyapilihprabowo  gemoysamsul,lalu program program yang sangat masuk akal prabowo gibran ajak seluruh masyarakat untuk sama sama raih indonesia emas dengan bijak yang dapat rasa manfaat oleh semua lapis waktunyaprabowogibran akhirnyapilihprabowo gemoysamsul,,lalu program program yang sangat masuk akal prabowo gibran ajak seluruh masyarakat untuk sama sama raih indonesia emas dengan bijak yang dapat rasa manfaat oleh semua lapis waktunyaprabowogibran akhirnyapilihprabowo gemoysamsul,30,Positif
"Untuk melindungi konsumen, Prabowo-Gibran mendukung audit keamanan siber rutin bagi perusahaan e-commerce dan fintech. #WaktunyaPrabowoGibran https://t.co/4TKvuIDKTo",untuk melindungi konsumen  prabowo gibran mendukung audit keamanan siber rutin bagi perusahaan e commerce dan fintech   waktunyaprabowogibran https   t co 4tkvuidkto,untuk lindung konsumen prabowo gibran dukung audit aman siber rutin bagi usaha e commerce dan fintech waktunyaprabowogibran https t co 4tkvuidkto,,untuk lindung konsumen prabowo gibran dukung audit aman siber rutin bagi usaha e commerce dan fintech waktunyaprabowogibran https t co 4tkvuidkto,10,Positif
"@diwahono @Chavesz08 @prabowo Ya setuju² aja soalnya ga ada gagasan yg dia bawa. Buktinya ditanya apa jawabnya apa. Kami yg merusak? Kalian pendukungnya itu yg merusak, memaksa orang yg sudah sepuh untuk bersusah payah jadi capres. Badan &amp  otaknya sudah lelah, kasihan loh", diwahono  chavesz08  prabowo ya setuju  aja soalnya ga ada gagasan yg dia bawa  buktinya ditanya apa jawabnya apa  kami yg merusak  kalian pendukungnya itu yg merusak  memaksa orang yg sudah sepuh untuk bersusah payah jadi capres  badan  amp  otaknya sudah lelah  kasihan loh,diwahono chavesz08 prabowo ya tuju aja soal ga ada gagas yg dia bawa bukti tanya apa jawab apa kami yg rusak kalian dukung itu yg rusak paksa orang yg sudah sepuh untuk susah payah jadi capres badan amp otak sudah lelah kasihan loh,,diwahono chavesz08 prabowo ya tuju aja soal ga ada gagas yg dia bawa bukti tanya apa jawab apa kami yg rusak kalian dukung itu yg rusak paksa orang yg sudah sepuh untuk susah payah jadi capres badan amp otak sudah lelah kasihan loh,-31,Negatif
ku kira pacarku ja yg memakani ku trs skalinya prabowo alahan lg,ku kira pacarku ja yg memakani ku trs skalinya prabowo alahan lg,ku kira pacar ja yg pakan ku trs skalinya prabowo alahan lg,,ku kira pacar ja yg pakan ku trs skalinya prabowo alahan lg,-5,Negatif
"Kalau Pak Prabowo menang, jangan ambil FK deh. Takut lulusan dokter membeludak",kalau pak prabowo menang  jangan ambil fk deh  takut lulusan dokter membeludak,kalau pak prabowo menang jangan ambil fk deh takut lulus dokter beludak,,kalau pak prabowo menang jangan ambil fk deh takut lulus dokter beludak,-4,Negatif
"Pertanyaan Pak Prabowo bagus, dan bagus juga jawaban Pak Anies (bahwa setuju). Pak Prabowo juga menanggapi jawaban Pak Anies dengan bagus, dan menampung usul tersebut selayaknya pemimpin yang baik. Pak Anies juga menambahkan, itu juga bagus.  Pak Ganjar, gini lho… setuju gpp.",pertanyaan pak prabowo bagus  dan bagus juga jawaban pak anies  bahwa setuju   pak prabowo juga menanggapi jawaban pak anies dengan bagus  dan menampung usul tersebut selayaknya pemimpin yang baik  pak anies juga menambahkan  itu juga bagus   pak ganjar  gini lho  setuju gpp ,tanya pak prabowo bagus dan bagus juga jawab pak anies bahwa tuju pak prabowo juga tanggap jawab pak anies dengan bagus dan tampung usul sebut layak pimpin yang baik pak anies juga tambah itu juga bagus pak ganjar gin lho tuju gpp,,tanya pak prabowo bagus dan bagus juga jawab pak anies bahwa tuju pak prabowo juga tanggap jawab pak anies dengan bagus dan tampung usul sebut layak pimpin yang baik pak anies juga tambah itu juga bagus pak ganjar gin lho tuju gpp,50,Positif
